Year,Postal_Code,Town,Province,Age,Unmarried_Men,Married_Men,Divorced_Men,Widowed_Men,Total_#_Of_Males,Unmarried_Women,Married_Women,Divorced_Women,Widowed_Women,Total_#_Of_Females
2020,46018,Massarosa,LU,19,120,0,0,0,120,89,1,0,0,90
2020,46018,Massarosa,LU,20,92,0,0,0,92,84,2,0,0,86
2020,46018,Massarosa,LU,21,103,0,0,0,103,84,1,0,0,85
2020,46018,Massarosa,LU,22,103,1,0,0,104,96,0,0,0,96
2020,46018,Massarosa,LU,23,85,0,0,0,85,90,3,0,0,93
2020,46018,Massarosa,LU,24,105,2,0,0,107,92,1,0,0,93
2020,46018,Massarosa,LU,25,106,0,0,0,106,80,3,0,0,83
2020,46018,Massarosa,LU,26,113,2,0,0,115,95,8,0,0,103
2020,46018,Massarosa,LU,27,102,5,0,0,107,95,9,0,0,104
2020,46018,Massarosa,LU,28,109,9,1,0,119,64,15,0,0,79
2020,46018,Massarosa,LU,29,85,5,0,0,90,82,17,1,0,100
2020,46018,Massarosa,LU,30,88,12,0,0,100,89,25,0,0,114
2020,46018,Massarosa,LU,31,83,9,1,0,93,70,24,1,0,95
2020,46018,Massarosa,LU,32,80,23,2,0,105,65,35,3,0,103
2020,46018,Massarosa,LU,33,84,24,0,0,108,72,39,3,0,114
2020,46018,Massarosa,LU,34,79,27,0,0,106,48,54,3,0,105
2020,46018,Massarosa,LU,35,64,32,1,0,97,60,47,8,0,115
2020,46018,Massarosa,LU,36,72,37,5,0,114,47,46,3,0,96
2020,46018,Massarosa,LU,37,76,46,2,0,124,43,59,7,1,110
2020,46018,Massarosa,LU,38,66,44,5,0,115,49,75,6,1,131
2020,46018,Massarosa,LU,39,60,57,3,0,121,46,70,12,0,129
2020,46018,Massarosa,LU,40,69,64,3,0,136,64,82,10,0,156
2020,46018,Massarosa,LU,41,56,60,5,0,121,49,79,13,0,142
2020,46018,Massarosa,LU,42,69,77,10,1,157,54,89,18,2,163
2020,46018,Massarosa,LU,43,71,64,6,0,141,50,112,6,3,172
2020,46018,Massarosa,LU,44,65,90,10,1,166,41,100,8,0,150
2020,46018,Massarosa,LU,45,58,75,9,0,142,45,116,17,0,178
2020,46018,Massarosa,LU,46,69,93,13,1,177,57,121,18,2,198
2020,46018,Massarosa,LU,47,69,105,6,1,181,44,128,16,2,191
2020,46018,Massarosa,LU,48,63,126,13,0,202,33,139,23,1,197
2020,46018,Massarosa,LU,49,53,143,16,0,212,44,166,22,2,234
2020,46018,Massarosa,LU,50,42,119,20,0,181,31,126,17,1,176
2020,46018,Massarosa,LU,51,48,123,18,0,189,37,128,29,5,199
2020,46018,Massarosa,LU,52,42,141,18,2,203,22,124,33,7,186
2020,46018,Massarosa,LU,53,44,123,12,1,181,25,130,21,8,184
2020,46018,Massarosa,LU,54,41,129,35,1,206,25,147,25,7,204
2020,46018,Massarosa,LU,55,47,130,18,2,197,24,136,20,7,187
2020,46018,Massarosa,LU,56,34,159,28,3,226,20,145,29,7,201
2020,46018,Massarosa,LU,57,39,141,22,3,205,16,178,29,6,229
2020,46018,Massarosa,LU,58,31,116,25,2,176,13,134,25,13,185
2020,46018,Massarosa,LU,59,19,144,17,3,184,21,128,22,9,180
2020,46018,Massarosa,LU,60,20,143,25,2,193,20,117,18,19,174
2020,46018,Massarosa,LU,61,17,122,13,5,157,8,123,21,18,170
2020,46018,Massarosa,LU,62,15,96,21,2,134,12,126,10,18,166
2020,46018,Massarosa,LU,63,17,121,14,4,156,10,110,16,16,152
2020,46018,Massarosa,LU,64,10,110,10,5,135,7,106,10,21,144
2020,46018,Massarosa,LU,65,13,94,13,3,123,8,113,10,20,151
2020,46018,Massarosa,LU,66,10,112,10,7,140,7,111,9,15,142
2020,46018,Massarosa,LU,67,6,119,15,4,144,10,78,13,20,121
2020,46018,Massarosa,LU,68,11,110,13,6,140,3,91,7,31,132
2020,46018,Massarosa,LU,69,8,92,7,2,109,5,93,11,25,134
2020,46018,Massarosa,LU,70,7,101,7,7,122,6,74,5,25,110
2020,46018,Massarosa,LU,71,11,114,3,8,136,8,92,6,29,135
2020,46018,Massarosa,LU,72,12,104,6,6,128,1,99,2,30,132
2020,46018,Massarosa,LU,73,9,110,3,7,129,5,91,4,46,146
2020,46018,Massarosa,LU,74,9,106,9,9,133,10,97,5,37,149
2020,46018,Massarosa,LU,75,8,86,2,5,101,2,64,4,41,111
2020,46018,Massarosa,LU,76,8,86,3,7,104,6,65,0,55,126
2020,46018,Massarosa,LU,77,5,79,5,8,97,4,48,1,41,94
2020,46018,Massarosa,LU,78,6,64,2,14,86,2,55,3,32,92
2020,46018,Massarosa,LU,79,3,58,5,13,79,2,50,4,50,106
2020,46018,Massarosa,LU,80,5,62,2,4,73,3,49,1,52,105
2020,46018,Massarosa,LU,81,3,66,2,12,83,6,40,2,56,104
2020,46018,Massarosa,LU,82,1,60,1,8,70,4,55,3,56,118
2020,46018,Massarosa,LU,83,8,43,1,11,63,5,42,3,60,110
2020,46018,Massarosa,LU,84,3,51,2,12,68,2,20,2,48,72
2020,46018,Massarosa,LU,85,1,43,2,8,54,3,24,1,52,80
2020,46018,Massarosa,LU,86,5,32,2,14,53,2,18,2,46,68
2020,46018,Massarosa,LU,87,3,26,1,9,39,2,10,0,52,64
2020,46018,Massarosa,LU,88,2,12,0,4,18,5,6,2,39,52
2020,46018,Massarosa,LU,89,3,21,0,7,31,2,3,2,35,42
2020,46018,Massarosa,LU,90,1,5,0,8,14,2,1,0,44,47
2020,46018,Massarosa,LU,91,0,6,0,2,8,1,0,1,33,35
2020,46018,Massarosa,LU,92,1,7,0,4,12,0,4,0,29,33
2020,46018,Massarosa,LU,93,0,3,0,2,5,1,1,0,20,22
2020,46018,Massarosa,LU,94,0,1,0,3,4,0,0,0,14,14
2020,46018,Massarosa,LU,95,0,1,0,0,1,0,0,0,6,6
2020,46018,Massarosa,LU,96,0,1,0,0,1,0,0,0,7,7
2020,46018,Massarosa,LU,97,2,1,0,1,4,2,0,0,7,9
2020,46018,Massarosa,LU,98,0,0,1,0,1,0,0,0,3,3
2020,46018,Massarosa,LU,99,0,1,0,0,1,0,0,0,5,5
2020,46018,Massarosa,LU,100 e più,0,0,0,0,0,0,0,0,6,6
2020,46019,Minucciano,LU,0,1,0,0,0,1,3,0,0,0,3
2020,46019,Minucciano,LU,1,4,0,0,0,4,4,0,0,0,4
2020,46019,Minucciano,LU,2,3,0,0,0,3,4,0,0,0,4
2020,46019,Minucciano,LU,3,4,0,0,0,4,4,0,0,0,4
2020,46019,Minucciano,LU,4,5,0,0,0,5,2,0,0,0,2
2020,46019,Minucciano,LU,5,0,0,0,0,0,3,0,0,0,3
2020,46019,Minucciano,LU,6,8,0,0,0,8,1,0,0,0,1
2020,46019,Minucciano,LU,7,4,0,0,0,4,6,0,0,0,6
2020,46019,Minucciano,LU,8,5,0,0,0,5,10,0,0,0,10
2020,46019,Minucciano,LU,9,7,0,0,0,7,5,0,0,0,5
2020,46019,Minucciano,LU,10,7,0,0,0,7,9,0,0,0,9
2020,46019,Minucciano,LU,11,4,0,0,0,4,2,0,0,0,2
2020,46019,Minucciano,LU,12,3,0,0,0,3,7,0,0,0,7
2020,46019,Minucciano,LU,13,8,0,0,0,8,9,0,0,0,9
2020,46019,Minucciano,LU,14,7,0,0,0,7,4,0,0,0,4
2020,46019,Minucciano,LU,15,5,0,0,0,5,4,0,0,0,4
2020,46019,Minucciano,LU,16,2,0,0,0,2,5,0,0,0,5
2020,46019,Minucciano,LU,17,7,0,0,0,7,1,0,0,0,1
2020,46019,Minucciano,LU,18,13,0,0,0,13,5,0,0,0,5
2020,46019,Minucciano,LU,19,5,0,0,0,5,7,0,0,0,7
2020,46019,Minucciano,LU,20,7,0,0,0,7,4,0,0,0,4
2020,46019,Minucciano,LU,21,2,0,0,0,2,7,0,0,0,7
2020,46019,Minucciano,LU,22,7,0,0,0,7,8,0,0,0,8
2020,46019,Minucciano,LU,23,8,0,0,0,8,6,0,0,0,6
2020,46019,Minucciano,LU,24,8,0,0,0,8,9,0,0,0,9
2020,46019,Minucciano,LU,25,8,0,0,0,8,11,0,0,0,11
2020,46019,Minucciano,LU,26,5,0,0,0,5,7,1,0,0,8
2020,46019,Minucciano,LU,27,10,1,0,0,11,2,1,0,0,3
2020,46019,Minucciano,LU,28,8,0,0,0,8,10,3,0,0,13
2020,46019,Minucciano,LU,29,9,1,0,0,10,5,1,1,0,7
2020,46019,Minucciano,LU,30,8,0,0,0,8,5,1,0,0,6
2020,46019,Minucciano,LU,31,7,1,0,0,8,2,2,0,0,4
2020,46019,Minucciano,LU,32,8,2,0,0,10,4,1,0,0,5
2020,46019,Minucciano,LU,33,11,0,0,0,11,2,1,0,0,3
2020,46019,Minucciano,LU,34,2,1,0,0,3,1,7,0,0,8
2020,46019,Minucciano,LU,35,7,1,0,0,8,3,4,0,0,7
2020,46019,Minucciano,LU,36,8,4,0,0,12,1,2,0,0,3
2020,46019,Minucciano,LU,37,7,4,0,0,11,4,1,0,0,5
2020,46019,Minucciano,LU,38,6,3,0,0,9,4,5,1,0,10
2020,46019,Minucciano,LU,39,4,3,0,0,7,1,2,0,0,3
2020,46019,Minucciano,LU,40,5,4,0,0,9,2,9,0,0,11
2020,46019,Minucciano,LU,41,4,6,0,0,10,6,4,0,0,10
2020,46019,Minucciano,LU,42,7,4,0,0,11,4,8,0,0,12
2020,46019,Minucciano,LU,43,7,8,0,0,15,4,6,0,0,10
2020,46019,Minucciano,LU,44,5,8,1,0,14,2,8,0,0,10
2020,46019,Minucciano,LU,45,3,6,1,0,10,2,8,0,0,10
2020,46019,Minucciano,LU,46,2,5,1,0,8,0,10,1,0,11
2020,46019,Minucciano,LU,47,3,9,0,0,12,6,4,2,0,12
2020,46019,Minucciano,LU,48,3,10,1,0,14,1,12,1,0,14
2020,46019,Minucciano,LU,49,2,9,0,0,11,1,10,2,0,13
2020,46019,Minucciano,LU,50,3,6,0,0,9,3,13,1,1,18
2020,46019,Minucciano,LU,51,1,19,0,0,20,2,10,0,0,12
2020,46019,Minucciano,LU,52,6,12,1,0,19,2,9,0,0,11
2020,46019,Minucciano,LU,53,3,11,2,0,16,2,15,1,1,19
2020,46019,Minucciano,LU,54,1,9,0,0,10,1,10,0,0,11
2020,46019,Minucciano,LU,55,3,17,0,0,20,2,11,1,0,14
2020,46019,Minucciano,LU,56,2,11,2,0,15,1,9,1,2,13
2020,46019,Minucciano,LU,57,2,7,0,0,9,1,13,2,0,16
2020,46019,Minucciano,LU,58,4,16,1,1,22,4,9,2,1,16
2020,46019,Minucciano,LU,59,3,9,0,0,12,1,7,2,2,12
2020,46019,Minucciano,LU,60,3,15,1,0,19,1,13,2,2,18
2020,46019,Minucciano,LU,61,4,9,0,0,13,1,13,1,1,16
2020,46019,Minucciano,LU,62,5,11,0,0,16,3,13,1,1,18
2020,46019,Minucciano,LU,63,5,7,1,0,13,0,16,2,2,20
2020,46019,Minucciano,LU,64,0,4,0,1,5,1,7,0,3,11
2020,46019,Minucciano,LU,65,5,8,3,0,16,0,13,0,4,17
2020,46019,Minucciano,LU,66,2,17,0,0,19,0,12,0,3,15
2020,46019,Minucciano,LU,67,3,12,2,0,17,0,8,2,2,12
2020,46019,Minucciano,LU,68,2,13,0,0,15,3,9,0,2,14
2020,46019,Minucciano,LU,69,0,13,1,2,16,1,13,0,3,17
2020,46019,Minucciano,LU,70,1,13,0,0,14,0,12,0,2,14
2020,46019,Minucciano,LU,71,3,12,0,0,15,0,7,1,2,10
2020,46019,Minucciano,LU,72,1,11,1,1,14,3,10,0,12,25
2020,46019,Minucciano,LU,73,4,13,0,0,17,0,11,1,5,17
2020,46019,Minucciano,LU,74,2,8,0,0,10,0,6,0,5,11
2020,46019,Minucciano,LU,75,0,3,0,1,4,1,9,0,5,15
2020,46019,Minucciano,LU,76,0,11,0,2,13,1,9,0,3,13
2020,46019,Minucciano,LU,77,1,8,0,2,11,0,8,0,4,12
2020,46019,Minucciano,LU,78,3,10,0,1,14,0,11,0,5,16
2020,46019,Minucciano,LU,79,1,5,0,2,8,0,5,0,6,11
2020,46019,Minucciano,LU,80,1,8,2,4,15,0,7,1,10,18
2020,46019,Minucciano,LU,81,2,7,0,1,10,0,10,0,6,16
2020,46019,Minucciano,LU,82,0,10,0,2,12,0,5,0,8,13
2020,46019,Minucciano,LU,83,0,6,0,1,7,0,3,0,5,8
2020,46019,Minucciano,LU,84,1,9,0,0,10,1,2,0,7,10
2020,46019,Minucciano,LU,85,0,4,0,4,8,1,1,0,8,10
2020,46019,Minucciano,LU,86,0,4,0,4,8,0,7,0,9,16
2020,46019,Minucciano,LU,87,1,5,0,0,6,1,3,0,8,12
2020,46019,Minucciano,LU,88,0,3,0,1,4,1,1,0,9,11
2020,46019,Minucciano,LU,89,0,5,0,0,5,0,3,0,9,12
2020,46019,Minucciano,LU,90,0,7,0,1,8,1,2,0,4,7
2020,46019,Minucciano,LU,91,1,0,0,2,3,0,0,0,7,7
2020,46019,Minucciano,LU,92,0,2,0,1,3,0,0,0,10,10
2020,46019,Minucciano,LU,93,0,0,0,0,0,0,0,0,5,5
2020,46019,Minucciano,LU,94,0,0,1,0,1,0,0,0,4,4
2020,46019,Minucciano,LU,95,0,1,0,1,2,0,1,0,3,4
2020,46019,Minucciano,LU,96,0,0,0,0,0,0,0,0,1,1
2020,46019,Minucciano,LU,97,0,0,0,0,0,0,0,0,1,1
2020,46019,Minucciano,LU,98,0,0,0,0,0,0,0,0,6,6
2020,46019,Minucciano,LU,99,0,0,0,0,0,0,0,0,0,0
2020,46019,Minucciano,LU,100 e più,0,0,0,0,0,0,0,0,0,0
2020,46020,Molazzana,LU,0,2,0,0,0,2,3,0,0,0,3
2020,46020,Molazzana,LU,1,5,0,0,0,5,1,0,0,0,1
2020,46020,Molazzana,LU,2,2,0,0,0,2,3,0,0,0,3
2020,46020,Molazzana,LU,3,1,0,0,0,1,7,0,0,0,7
2020,46020,Molazzana,LU,4,4,0,0,0,4,2,0,0,0,2
2020,46020,Molazzana,LU,5,2,0,0,0,2,0,0,0,0,0
2020,46020,Molazzana,LU,6,3,0,0,0,3,5,0,0,0,5
2020,46020,Molazzana,LU,7,1,0,0,0,1,1,0,0,0,1
2020,46020,Molazzana,LU,8,2,0,0,0,2,1,0,0,0,1
2020,46020,Molazzana,LU,9,3,0,0,0,3,1,0,0,0,1
2020,46020,Molazzana,LU,10,3,0,0,0,3,7,0,0,0,7
2020,46020,Molazzana,LU,11,2,0,0,0,2,6,0,0,0,6
2020,46020,Molazzana,LU,12,1,0,0,0,1,3,0,0,0,3
2020,46020,Molazzana,LU,13,4,0,0,0,4,3,0,0,0,3
2020,46020,Molazzana,LU,14,6,0,0,0,6,5,0,0,0,5
2020,46020,Molazzana,LU,15,3,0,0,0,3,5,0,0,0,5
2020,46020,Molazzana,LU,16,1,0,0,0,1,2,0,0,0,2
2020,46020,Molazzana,LU,17,2,0,0,0,2,6,0,0,0,6
2020,46020,Molazzana,LU,18,4,0,0,0,4,2,0,0,0,2
2020,46020,Molazzana,LU,19,4,0,0,0,4,4,0,0,0,4
2020,46020,Molazzana,LU,20,3,0,0,0,3,3,0,0,0,3
2020,46020,Molazzana,LU,21,3,0,0,0,3,5,0,0,0,5
2020,46020,Molazzana,LU,22,9,0,0,0,9,2,0,0,0,2
2020,46020,Molazzana,LU,23,6,0,0,0,6,3,0,0,0,3
2020,46020,Molazzana,LU,24,4,0,0,0,4,3,0,0,0,3
2020,46020,Molazzana,LU,25,3,0,0,0,3,5,0,0,0,5
2020,46020,Molazzana,LU,26,3,0,0,0,3,1,0,0,0,1
2020,46020,Molazzana,LU,27,8,0,0,0,8,2,1,0,0,3
2020,46020,Molazzana,LU,28,5,0,0,0,5,9,1,0,0,10
2020,46020,Molazzana,LU,29,4,0,0,0,4,2,0,0,0,2
2020,46020,Molazzana,LU,30,6,0,0,0,6,4,0,0,0,4
2020,46020,Molazzana,LU,31,2,1,0,0,3,6,1,0,0,7
2020,46020,Molazzana,LU,32,5,1,0,0,6,6,1,0,0,7
2020,46020,Molazzana,LU,33,6,0,0,0,6,1,5,0,0,6
2020,46020,Molazzana,LU,34,3,1,0,0,4,2,0,0,0,2
2020,46020,Molazzana,LU,35,7,2,0,0,9,3,2,0,0,5
2020,46020,Molazzana,LU,36,3,1,0,0,4,1,1,0,0,2
2020,46020,Molazzana,LU,37,2,1,0,0,3,3,4,0,0,7
2020,46020,Molazzana,LU,38,3,3,0,0,6,1,5,0,0,6
2020,46020,Molazzana,LU,39,0,0,0,0,0,0,6,0,0,6
2020,46020,Molazzana,LU,40,5,2,0,0,7,2,1,1,0,4
2020,46020,Molazzana,LU,41,4,2,1,0,7,1,4,0,0,5
2020,46020,Molazzana,LU,42,2,5,0,0,7,0,2,0,0,2
2020,46020,Molazzana,LU,43,6,5,0,0,11,1,6,0,0,7
2020,46020,Molazzana,LU,44,3,2,1,0,6,2,0,0,0,2
2020,46020,Molazzana,LU,45,6,1,0,0,7,3,5,3,0,11
2020,46020,Molazzana,LU,46,1,2,1,0,4,1,4,1,0,6
2020,46020,Molazzana,LU,47,3,3,1,0,7,0,10,0,0,10
2020,46020,Molazzana,LU,48,3,6,0,0,9,2,8,0,0,10
2020,46020,Molazzana,LU,49,3,2,0,0,5,2,2,0,0,4
2020,46020,Molazzana,LU,50,2,3,1,0,6,1,7,1,1,10
2020,46020,Molazzana,LU,51,0,5,1,0,6,1,7,0,0,8
2020,46020,Molazzana,LU,52,0,7,0,0,7,1,4,0,0,5
2020,46020,Molazzana,LU,53,4,3,0,0,7,3,7,0,0,10
2020,46020,Molazzana,LU,54,3,9,1,0,13,3,10,1,0,14
2020,46020,Molazzana,LU,55,1,10,1,0,12,1,8,0,0,9
2020,46020,Molazzana,LU,56,2,5,1,0,8,1,8,0,0,9
2020,46020,Molazzana,LU,57,3,5,1,0,9,0,6,2,0,8
2020,46020,Molazzana,LU,58,4,9,0,0,13,1,7,1,1,10
2020,46020,Molazzana,LU,59,1,7,1,0,9,0,6,1,3,10
2020,46020,Molazzana,LU,60,3,7,1,1,12,0,4,0,0,4
2020,46020,Molazzana,LU,61,0,7,1,0,8,1,4,0,1,6
2020,46020,Molazzana,LU,62,3,6,3,2,14,0,7,1,0,8
2020,46020,Molazzana,LU,63,1,4,0,1,6,0,4,0,1,5
2020,46020,Molazzana,LU,64,0,7,2,1,10,0,6,0,1,7
2020,46020,Molazzana,LU,65,0,6,0,0,6,0,7,0,0,7
2020,46020,Molazzana,LU,66,0,6,0,0,6,1,6,1,0,8
2020,46020,Molazzana,LU,67,2,5,0,0,7,2,6,0,1,9
2020,46020,Molazzana,LU,68,0,5,0,0,5,1,2,1,1,5
2020,46020,Molazzana,LU,69,0,5,1,0,6,0,4,0,3,7
2020,46020,Molazzana,LU,70,1,9,0,1,11,3,5,1,0,9
2020,46020,Molazzana,LU,71,1,9,0,0,10,0,5,0,4,9
2020,46020,Molazzana,LU,72,0,6,0,0,6,0,4,0,2,6
2020,46020,Molazzana,LU,73,3,2,0,2,7,0,5,0,0,5
2020,46020,Molazzana,LU,74,0,4,0,1,5,0,5,0,0,5
2020,46020,Molazzana,LU,75,0,2,0,0,2,1,2,0,0,3
2020,46020,Molazzana,LU,76,3,4,0,0,7,0,5,0,5,10
2020,46020,Molazzana,LU,77,0,3,0,0,3,0,3,0,2,5
2020,46020,Molazzana,LU,78,0,2,0,1,3,0,2,0,1,3
2020,46020,Molazzana,LU,79,0,4,0,0,4,0,4,0,1,5
2020,46020,Molazzana,LU,80,0,2,0,0,2,1,2,0,4,7
2020,46020,Molazzana,LU,81,1,4,0,0,5,0,2,0,6,8
2020,46020,Molazzana,LU,82,0,2,0,2,4,0,4,0,5,9
2020,46020,Molazzana,LU,83,1,3,0,2,6,0,2,1,5,8
2020,46020,Molazzana,LU,84,0,3,0,0,3,2,0,0,4,6
2020,46020,Molazzana,LU,85,0,4,0,2,6,1,3,0,6,10
2020,46020,Molazzana,LU,86,0,4,0,0,4,0,1,0,5,6
2020,46020,Molazzana,LU,87,1,2,0,3,6,0,1,0,3,4
2020,46020,Molazzana,LU,88,1,0,0,2,3,0,0,0,1,1
2020,46020,Molazzana,LU,89,1,0,0,4,5,0,0,0,2,2
2020,46020,Molazzana,LU,90,0,2,0,0,2,0,0,0,4,4
2020,46020,Molazzana,LU,91,0,0,0,0,0,0,0,0,3,3
2020,46020,Molazzana,LU,92,0,1,0,0,1,0,0,0,5,5
2020,46020,Molazzana,LU,93,0,0,0,1,1,1,0,0,4,5
2020,46020,Molazzana,LU,94,0,0,0,0,0,0,0,0,4,4
2020,46020,Molazzana,LU,95,0,0,0,0,0,0,0,0,3,3
2020,46020,Molazzana,LU,96,0,0,0,0,0,0,0,0,0,0
2020,46020,Molazzana,LU,97,0,0,0,0,0,0,0,0,0,0
2020,46020,Molazzana,LU,98,0,0,0,0,0,0,0,0,0,0
2020,46020,Molazzana,LU,99,0,0,0,0,0,1,0,0,0,1
2020,46020,Molazzana,LU,100 e più,0,0,0,0,0,0,0,0,0,0
2020,46021,Montecarlo,LU,0,28,0,0,0,28,19,0,0,0,19
2020,46021,Montecarlo,LU,1,11,0,0,0,11,17,0,0,0,17
2020,46021,Montecarlo,LU,2,9,0,0,0,9,10,0,0,0,10
2020,46021,Montecarlo,LU,3,19,0,0,0,19,17,0,0,0,17
2020,46021,Montecarlo,LU,4,25,0,0,0,25,14,0,0,0,14
2020,46021,Montecarlo,LU,5,16,0,0,0,16,12,0,0,0,12
2020,46021,Montecarlo,LU,6,13,0,0,0,13,18,0,0,0,18
2020,46021,Montecarlo,LU,7,17,0,0,0,17,18,0,0,0,18
2020,46021,Montecarlo,LU,8,21,0,0,0,21,15,0,0,0,15
2020,46021,Montecarlo,LU,9,19,0,0,0,19,18,0,0,0,18
2020,46021,Montecarlo,LU,10,15,0,0,0,15,16,0,0,0,16
2020,46021,Montecarlo,LU,11,28,0,0,0,28,24,0,0,0,24
2020,46021,Montecarlo,LU,12,22,0,0,0,22,20,0,0,0,20
2020,46021,Montecarlo,LU,13,18,0,0,0,18,22,0,0,0,22
2020,46021,Montecarlo,LU,14,20,0,0,0,20,21,0,0,0,21
2020,46021,Montecarlo,LU,15,14,0,0,0,14,34,0,0,0,34
2020,46021,Montecarlo,LU,16,27,0,0,0,27,19,0,0,0,19
2020,46021,Montecarlo,LU,17,22,0,0,0,22,18,0,0,0,18
2020,46021,Montecarlo,LU,18,20,0,0,0,20,16,0,0,0,16
2020,46021,Montecarlo,LU,19,30,0,0,0,30,20,1,0,0,21
2020,46021,Montecarlo,LU,20,20,0,0,0,20,21,1,0,0,22
2020,46021,Montecarlo,LU,21,19,0,0,0,19,16,0,0,0,16
2020,46021,Montecarlo,LU,22,20,1,0,0,21,16,2,0,0,18
2020,46021,Montecarlo,LU,23,20,0,0,0,20,21,1,0,0,22
2020,46021,Montecarlo,LU,24,21,1,0,0,22,13,2,0,0,15
2020,46021,Montecarlo,LU,25,20,0,0,0,20,13,2,0,0,15
2020,46021,Montecarlo,LU,26,20,1,0,0,21,31,0,0,0,31
2020,46021,Montecarlo,LU,27,17,0,0,0,17,17,2,0,0,19
2020,46021,Montecarlo,LU,28,16,0,0,0,16,20,6,0,0,26
2020,46021,Montecarlo,LU,29,21,2,1,0,24,20,2,1,0,23
2020,46021,Montecarlo,LU,30,19,6,0,0,25,15,12,0,0,27
2020,46021,Montecarlo,LU,31,18,6,0,0,24,14,10,0,0,24
2020,46021,Montecarlo,LU,32,11,6,0,0,17,16,15,0,0,31
2020,46021,Montecarlo,LU,33,16,15,0,0,31,16,8,1,0,25
2020,46021,Montecarlo,LU,34,12,5,0,0,17,9,14,1,0,24
2020,46021,Montecarlo,LU,35,11,6,0,0,17,13,6,2,0,21
2020,46021,Montecarlo,LU,36,7,12,0,0,19,8,11,1,0,20
2020,46021,Montecarlo,LU,37,15,11,0,0,26,11,15,0,0,26
2020,46021,Montecarlo,LU,38,10,15,1,0,26,10,17,0,0,27
2020,46021,Montecarlo,LU,39,14,14,1,0,29,9,15,1,0,25
2020,46021,Montecarlo,LU,40,11,10,0,0,21,7,19,0,0,26
2020,46021,Montecarlo,LU,41,18,12,5,0,35,8,15,2,0,25
2020,46021,Montecarlo,LU,42,9,10,1,0,20,8,14,3,0,25
2020,46021,Montecarlo,LU,43,12,23,1,0,36,6,23,0,0,29
2020,46021,Montecarlo,LU,44,11,17,0,0,28,9,20,0,0,29
2020,46021,Montecarlo,LU,45,12,23,2,0,37,12,28,1,0,41
2020,46021,Montecarlo,LU,46,7,25,3,0,35,9,20,2,0,31
2020,46021,Montecarlo,LU,47,5,22,1,0,28,8,20,3,2,33
2020,46021,Montecarlo,LU,48,12,25,2,0,39,6,34,2,0,42
2020,46021,Montecarlo,LU,49,5,21,2,1,29,5,33,2,0,40
2020,46021,Montecarlo,LU,50,6,27,1,0,34,9,26,4,1,40
2020,46021,Montecarlo,LU,51,4,25,5,0,34,5,27,1,1,34
2020,46021,Montecarlo,LU,52,4,26,4,0,34,5,27,1,3,36
2020,46021,Montecarlo,LU,53,5,36,3,0,44,4,29,3,1,37
2020,46021,Montecarlo,LU,54,7,35,1,0,43,3,28,3,1,35
2020,46021,Montecarlo,LU,55,3,20,0,1,24,2,38,4,1,45
2020,46021,Montecarlo,LU,56,6,26,1,0,33,3,28,6,0,37
2020,46021,Montecarlo,LU,57,2,28,5,0,35,3,27,1,1,32
2020,46021,Montecarlo,LU,58,9,29,2,1,41,2,23,2,2,29
2020,46021,Montecarlo,LU,59,2,22,1,0,25,2,31,4,2,39
2020,46021,Montecarlo,LU,60,6,26,5,2,39,2,28,2,3,35
2020,46021,Montecarlo,LU,61,0,22,2,2,26,1,28,3,3,35
2020,46021,Montecarlo,LU,62,3,25,2,0,30,3,29,1,2,35
2020,46021,Montecarlo,LU,63,4,26,2,0,32,0,16,2,2,20
2020,46021,Montecarlo,LU,64,1,25,0,0,26,1,22,1,4,28
2020,46021,Montecarlo,LU,65,3,27,1,0,31,1,23,1,4,29
2020,46021,Montecarlo,LU,66,2,18,0,1,21,3,21,0,5,29
2020,46021,Montecarlo,LU,67,1,22,0,0,23,1,18,3,1,23
2020,46021,Montecarlo,LU,68,1,36,1,0,38,0,22,2,5,29
2020,46021,Montecarlo,LU,69,1,22,1,1,25,5,22,2,9,38
2020,46021,Montecarlo,LU,70,1,20,2,1,24,1,18,4,6,29
2020,46021,Montecarlo,LU,71,0,19,0,0,19,0,23,1,10,34
2020,46021,Montecarlo,LU,72,2,23,1,2,28,2,20,0,4,26
2020,46021,Montecarlo,LU,73,2,23,1,1,27,2,12,2,11,27
2020,46021,Montecarlo,LU,74,0,17,1,3,21,0,15,1,11,27
2020,46021,Montecarlo,LU,75,1,21,1,0,23,1,15,1,7,24
2020,46021,Montecarlo,LU,76,0,10,0,3,13,1,10,1,8,20
2020,46021,Montecarlo,LU,77,0,11,0,1,12,0,11,0,9,20
2020,46021,Montecarlo,LU,78,3,7,1,2,13,0,8,0,8,16
2020,46021,Montecarlo,LU,79,1,20,0,3,24,1,9,0,8,18
2020,46021,Montecarlo,LU,80,1,13,0,1,15,0,7,0,10,17
2020,46021,Montecarlo,LU,81,0,14,0,6,20,0,8,0,8,16
2020,46021,Montecarlo,LU,82,3,7,0,5,15,1,7,0,11,19
2020,46021,Montecarlo,LU,83,0,8,1,4,13,0,10,0,9,19
2020,46021,Montecarlo,LU,84,1,7,0,3,11,0,3,0,7,10
2020,46021,Montecarlo,LU,85,0,13,0,3,16,1,2,2,7,12
2020,46021,Montecarlo,LU,86,0,2,0,6,8,1,5,0,11,17
2020,46021,Montecarlo,LU,87,0,2,0,1,3,2,1,0,9,12
