Year,Postal_Code,Town,Province,Age,Unmarried_Men,Married_Men,Divorced_Men,Widowed_Men,Total_#_Of_Males,Unmarried_Women,Married_Women,Divorced_Women,Widowed_Women,Total_#_Of_Females
2020,47021,Uzzano,PT,10,22,0,0,0,22,18,0,0,0,18
2020,47021,Uzzano,PT,11,24,0,0,0,24,31,0,0,0,31
2020,47021,Uzzano,PT,12,21,0,0,0,21,24,0,0,0,24
2020,47021,Uzzano,PT,13,41,0,0,0,41,36,0,0,0,36
2020,47021,Uzzano,PT,14,28,0,0,0,28,20,0,0,0,20
2020,47021,Uzzano,PT,15,25,0,0,0,25,12,0,0,0,12
2020,47021,Uzzano,PT,16,28,0,0,0,28,27,0,0,0,27
2020,47021,Uzzano,PT,17,27,0,0,0,27,32,0,0,0,32
2020,47021,Uzzano,PT,18,23,0,0,0,23,17,0,0,0,17
2020,47021,Uzzano,PT,19,21,0,0,0,21,41,0,0,0,41
2020,47021,Uzzano,PT,20,30,0,0,0,30,28,1,0,0,29
2020,47021,Uzzano,PT,21,21,0,0,0,21,27,0,0,0,27
2020,47021,Uzzano,PT,22,27,0,0,0,27,31,0,0,0,31
2020,47021,Uzzano,PT,23,28,0,0,0,28,28,1,0,0,29
2020,47021,Uzzano,PT,24,23,0,0,0,23,25,2,0,0,27
2020,47021,Uzzano,PT,25,28,0,0,0,28,18,2,0,0,20
2020,47021,Uzzano,PT,26,24,0,0,0,24,25,2,0,0,27
2020,47021,Uzzano,PT,27,25,0,0,0,25,26,4,0,0,30
2020,47021,Uzzano,PT,28,22,2,0,0,24,27,7,0,0,34
2020,47021,Uzzano,PT,29,29,2,0,0,31,19,7,1,0,27
2020,47021,Uzzano,PT,30,16,5,0,0,21,23,7,0,0,30
2020,47021,Uzzano,PT,31,23,2,0,0,25,19,12,0,1,32
2020,47021,Uzzano,PT,32,26,9,0,0,35,25,13,0,0,38
2020,47021,Uzzano,PT,33,14,11,0,0,25,21,9,1,0,31
2020,47021,Uzzano,PT,34,26,4,0,0,30,11,9,1,0,21
2020,47021,Uzzano,PT,35,20,13,0,0,33,9,15,1,0,25
2020,47021,Uzzano,PT,36,21,12,0,0,33,17,19,1,0,37
2020,47021,Uzzano,PT,37,17,12,0,0,29,13,13,0,0,26
2020,47021,Uzzano,PT,38,22,13,1,0,36,12,26,0,0,38
2020,47021,Uzzano,PT,39,17,19,0,0,36,10,23,1,0,34
2020,47021,Uzzano,PT,40,20,21,3,0,44,13,26,0,1,40
2020,47021,Uzzano,PT,41,17,22,2,0,41,12,27,0,0,39
2020,47021,Uzzano,PT,42,12,18,3,0,33,10,24,2,0,36
2020,47021,Uzzano,PT,43,18,22,3,0,43,18,34,2,0,54
2020,47021,Uzzano,PT,44,18,27,1,0,46,15,35,4,0,54
2020,47021,Uzzano,PT,45,12,33,0,1,46,13,26,2,1,42
2020,47021,Uzzano,PT,46,10,35,3,1,49,11,25,7,1,44
2020,47021,Uzzano,PT,47,17,37,2,0,56,13,32,3,1,49
2020,47021,Uzzano,PT,48,14,38,4,1,57,6,43,4,1,54
2020,47021,Uzzano,PT,49,10,31,4,0,45,7,39,4,0,50
2020,47021,Uzzano,PT,50,12,40,0,0,52,8,30,9,2,49
2020,47021,Uzzano,PT,51,14,36,7,0,57,7,35,6,0,48
2020,47021,Uzzano,PT,52,4,40,4,0,48,13,33,4,2,52
2020,47021,Uzzano,PT,53,13,30,6,1,50,9,40,8,0,57
2020,47021,Uzzano,PT,54,6,30,5,1,42,5,47,4,3,59
2020,47021,Uzzano,PT,55,8,35,5,1,49,4,30,1,2,37
2020,47021,Uzzano,PT,56,4,48,4,1,57,0,37,3,2,42
2020,47021,Uzzano,PT,57,7,34,0,0,41,2,40,7,1,50
2020,47021,Uzzano,PT,58,7,37,5,0,49,4,26,2,2,34
2020,47021,Uzzano,PT,59,5,27,2,0,34,4,41,4,5,54
2020,47021,Uzzano,PT,60,2,33,2,0,37,5,39,1,5,50
2020,47021,Uzzano,PT,61,2,27,5,1,35,6,28,6,3,43
2020,47021,Uzzano,PT,62,5,29,3,1,38,3,29,4,5,41
2020,47021,Uzzano,PT,63,0,32,2,2,36,5,27,4,6,42
2020,47021,Uzzano,PT,64,1,23,0,1,25,0,19,4,3,26
2020,47021,Uzzano,PT,65,5,27,3,1,36,5,32,3,4,44
2020,47021,Uzzano,PT,66,2,27,1,0,30,2,19,3,3,27
2020,47021,Uzzano,PT,67,2,31,1,0,34,0,25,6,5,36
2020,47021,Uzzano,PT,68,2,26,3,0,31,0,27,1,6,34
2020,47021,Uzzano,PT,69,1,25,2,0,28,1,23,4,3,31
2020,47021,Uzzano,PT,70,1,29,0,3,33,2,24,3,5,34
2020,47021,Uzzano,PT,71,3,12,0,4,19,2,21,5,6,34
2020,47021,Uzzano,PT,72,2,27,2,3,34,4,26,1,3,34
2020,47021,Uzzano,PT,73,0,23,0,2,25,3,21,4,7,35
2020,47021,Uzzano,PT,74,1,21,1,1,24,1,19,1,4,25
2020,47021,Uzzano,PT,75,0,13,2,1,16,3,17,2,13,35
2020,47021,Uzzano,PT,76,0,20,0,1,21,1,8,0,6,15
2020,47021,Uzzano,PT,77,2,20,0,2,24,2,12,1,5,20
2020,47021,Uzzano,PT,78,1,12,1,1,15,0,12,1,8,21
2020,47021,Uzzano,PT,79,0,15,1,3,19,1,10,2,9,22
2020,47021,Uzzano,PT,80,0,20,0,5,25,1,6,0,14,21
2020,47021,Uzzano,PT,81,3,13,0,2,18,0,10,1,7,18
2020,47021,Uzzano,PT,82,1,14,1,3,19,1,6,1,13,21
2020,47021,Uzzano,PT,83,1,9,0,1,11,1,8,0,7,16
2020,47021,Uzzano,PT,84,0,10,1,4,15,1,5,0,15,21
2020,47021,Uzzano,PT,85,0,8,1,3,12,0,5,0,9,14
2020,47021,Uzzano,PT,86,0,8,1,2,11,1,1,0,13,15
2020,47021,Uzzano,PT,87,1,6,0,3,10,0,4,0,19,23
2020,47021,Uzzano,PT,88,0,3,0,1,4,0,0,0,14,14
2020,47021,Uzzano,PT,89,0,4,0,3,7,0,3,0,7,10
2020,47021,Uzzano,PT,90,0,0,0,2,2,0,1,0,7,8
2020,47021,Uzzano,PT,91,0,2,0,2,4,0,1,0,9,10
2020,47021,Uzzano,PT,92,0,1,0,1,2,0,1,0,7,8
2020,47021,Uzzano,PT,93,0,0,0,2,2,1,0,0,4,5
2020,47021,Uzzano,PT,94,0,0,0,2,2,0,1,0,4,5
2020,47021,Uzzano,PT,95,0,1,0,0,1,0,0,0,3,3
2020,47021,Uzzano,PT,96,0,0,0,1,1,1,0,0,1,2
2020,47021,Uzzano,PT,97,0,1,0,0,1,0,1,0,0,1
2020,47021,Uzzano,PT,98,0,0,0,0,0,0,0,0,0,0
2020,47021,Uzzano,PT,99,0,0,0,0,0,0,0,0,1,1
2020,47021,Uzzano,PT,100 e più,0,0,0,0,0,0,0,0,2,2
2020,47022,Chiesina Uzzanese,PT,0,13,0,0,0,13,20,0,0,0,20
2020,47022,Chiesina Uzzanese,PT,1,15,0,0,0,15,13,0,0,0,13
2020,47022,Chiesina Uzzanese,PT,2,16,0,0,0,16,17,0,0,0,17
2020,47022,Chiesina Uzzanese,PT,3,7,0,0,0,7,18,0,0,0,18
2020,47022,Chiesina Uzzanese,PT,4,18,0,0,0,18,19,0,0,0,19
2020,47022,Chiesina Uzzanese,PT,5,20,0,0,0,20,18,0,0,0,18
2020,47022,Chiesina Uzzanese,PT,6,23,0,0,0,23,24,0,0,0,24
2020,47022,Chiesina Uzzanese,PT,7,18,0,0,0,18,13,0,0,0,13
2020,47022,Chiesina Uzzanese,PT,8,20,0,0,0,20,23,0,0,0,23
2020,47022,Chiesina Uzzanese,PT,9,25,0,0,0,25,27,0,0,0,27
2020,47022,Chiesina Uzzanese,PT,10,27,0,0,0,27,16,0,0,0,16
2020,47022,Chiesina Uzzanese,PT,11,22,0,0,0,22,19,0,0,0,19
2020,47022,Chiesina Uzzanese,PT,12,28,0,0,0,28,32,0,0,0,32
2020,47022,Chiesina Uzzanese,PT,13,28,0,0,0,28,22,0,0,0,22
2020,47022,Chiesina Uzzanese,PT,14,14,0,0,0,14,11,0,0,0,11
2020,47022,Chiesina Uzzanese,PT,15,20,0,0,0,20,18,0,0,0,18
2020,47022,Chiesina Uzzanese,PT,16,18,0,0,0,18,22,0,0,0,22
2020,47022,Chiesina Uzzanese,PT,17,21,0,0,0,21,21,0,0,0,21
2020,47022,Chiesina Uzzanese,PT,18,23,0,0,0,23,21,0,0,0,21
2020,47022,Chiesina Uzzanese,PT,19,27,0,0,0,27,18,0,0,0,18
2020,47022,Chiesina Uzzanese,PT,20,29,0,0,0,29,21,0,0,0,21
2020,47022,Chiesina Uzzanese,PT,21,18,0,0,0,18,21,0,0,0,21
2020,47022,Chiesina Uzzanese,PT,22,21,0,0,0,21,16,3,0,0,19
2020,47022,Chiesina Uzzanese,PT,23,16,0,0,0,16,15,0,0,0,15
2020,47022,Chiesina Uzzanese,PT,24,20,0,0,0,20,22,3,0,0,25
2020,47022,Chiesina Uzzanese,PT,25,16,0,0,0,16,16,1,0,0,17
2020,47022,Chiesina Uzzanese,PT,26,22,0,0,0,22,11,2,0,0,13
2020,47022,Chiesina Uzzanese,PT,27,21,1,0,0,22,17,6,0,0,23
2020,47022,Chiesina Uzzanese,PT,28,20,2,0,0,22,14,4,0,0,18
2020,47022,Chiesina Uzzanese,PT,29,21,6,0,0,27,11,8,0,0,19
2020,47022,Chiesina Uzzanese,PT,30,18,7,0,0,25,15,6,0,0,21
2020,47022,Chiesina Uzzanese,PT,31,23,5,0,0,28,16,7,0,0,23
2020,47022,Chiesina Uzzanese,PT,32,22,6,0,0,28,11,16,0,0,27
2020,47022,Chiesina Uzzanese,PT,33,14,4,0,0,18,12,6,0,0,18
2020,47022,Chiesina Uzzanese,PT,34,25,8,0,0,33,6,13,0,0,19
2020,47022,Chiesina Uzzanese,PT,35,21,10,0,0,31,6,15,0,0,21
2020,47022,Chiesina Uzzanese,PT,36,18,12,0,0,30,12,15,0,0,27
2020,47022,Chiesina Uzzanese,PT,37,20,8,1,0,29,7,15,1,0,23
2020,47022,Chiesina Uzzanese,PT,38,11,11,0,0,22,10,13,0,0,23
2020,47022,Chiesina Uzzanese,PT,39,16,14,1,0,31,7,19,2,0,28
2020,47022,Chiesina Uzzanese,PT,40,9,13,1,0,23,7,18,0,0,25
2020,47022,Chiesina Uzzanese,PT,41,12,16,1,0,29,6,18,0,1,25
2020,47022,Chiesina Uzzanese,PT,42,15,18,0,0,33,10,34,4,0,48
2020,47022,Chiesina Uzzanese,PT,43,15,20,0,0,35,11,21,2,0,34
2020,47022,Chiesina Uzzanese,PT,44,12,30,2,0,44,9,19,3,1,32
2020,47022,Chiesina Uzzanese,PT,45,11,26,0,0,37,5,25,2,0,32
2020,47022,Chiesina Uzzanese,PT,46,13,28,1,0,42,7,21,2,0,30
2020,47022,Chiesina Uzzanese,PT,47,10,19,3,0,32,3,24,3,0,30
2020,47022,Chiesina Uzzanese,PT,48,14,30,4,0,48,5,25,5,0,35
2020,47022,Chiesina Uzzanese,PT,49,15,22,1,0,38,7,36,4,1,48
2020,47022,Chiesina Uzzanese,PT,50,5,32,2,1,40,5,37,3,0,45
2020,47022,Chiesina Uzzanese,PT,51,12,24,3,0,39,4,33,3,0,40
2020,47022,Chiesina Uzzanese,PT,52,9,28,1,0,38,5,26,3,3,37
2020,47022,Chiesina Uzzanese,PT,53,10,34,1,0,45,3,28,4,0,35
2020,47022,Chiesina Uzzanese,PT,54,4,17,5,0,26,5,42,3,1,51
2020,47022,Chiesina Uzzanese,PT,55,10,25,2,0,37,2,24,1,0,27
2020,47022,Chiesina Uzzanese,PT,56,6,39,5,0,50,0,29,5,1,35
2020,47022,Chiesina Uzzanese,PT,57,4,25,1,0,30,4,20,6,1,31
2020,47022,Chiesina Uzzanese,PT,58,5,31,3,1,40,4,25,4,1,34
2020,47022,Chiesina Uzzanese,PT,59,3,21,1,1,26,3,24,1,5,33
2020,47022,Chiesina Uzzanese,PT,60,3,27,4,0,34,0,29,3,2,34
2020,47022,Chiesina Uzzanese,PT,61,6,27,0,0,33,3,19,2,6,30
2020,47022,Chiesina Uzzanese,PT,62,1,19,1,0,21,4,21,2,3,30
2020,47022,Chiesina Uzzanese,PT,63,1,19,0,0,20,1,19,2,6,28
2020,47022,Chiesina Uzzanese,PT,64,6,23,2,0,31,2,32,0,5,39
2020,47022,Chiesina Uzzanese,PT,65,3,25,1,2,31,4,19,2,2,27
2020,47022,Chiesina Uzzanese,PT,66,2,21,0,2,25,0,18,0,4,22
2020,47022,Chiesina Uzzanese,PT,67,3,20,1,0,24,2,18,0,2,22
2020,47022,Chiesina Uzzanese,PT,68,3,24,3,1,31,1,17,2,3,23
2020,47022,Chiesina Uzzanese,PT,69,3,16,0,1,20,2,23,0,1,26
2020,47022,Chiesina Uzzanese,PT,70,1,21,3,1,26,0,11,2,5,18
2020,47022,Chiesina Uzzanese,PT,71,0,20,1,1,22,2,23,1,5,31
2020,47022,Chiesina Uzzanese,PT,72,2,17,2,2,23,1,15,0,8,24
2020,47022,Chiesina Uzzanese,PT,73,3,22,3,2,30,2,18,0,9,29
2020,47022,Chiesina Uzzanese,PT,74,1,12,0,0,13,1,20,2,11,34
2020,47022,Chiesina Uzzanese,PT,75,1,17,3,3,24,3,8,0,8,19
2020,47022,Chiesina Uzzanese,PT,76,2,8,1,2,13,2,16,0,6,24
2020,47022,Chiesina Uzzanese,PT,77,1,11,1,1,14,0,18,2,9,29
2020,47022,Chiesina Uzzanese,PT,78,0,19,0,3,22,0,12,0,14,26
2020,47022,Chiesina Uzzanese,PT,79,0,16,0,1,17,1,9,0,7,17
2020,47022,Chiesina Uzzanese,PT,80,0,15,0,2,17,0,4,2,11,17
2020,47022,Chiesina Uzzanese,PT,81,1,15,0,1,17,0,5,0,10,15
2020,47022,Chiesina Uzzanese,PT,82,0,14,0,3,17,1,7,0,16,24
2020,47022,Chiesina Uzzanese,PT,83,1,13,0,2,16,0,5,0,12,17
2020,47022,Chiesina Uzzanese,PT,84,1,6,0,2,9,1,10,0,11,22
2020,47022,Chiesina Uzzanese,PT,85,1,3,0,3,7,3,3,1,13,20
2020,47022,Chiesina Uzzanese,PT,86,1,5,1,1,8,1,1,0,11,13
2020,47022,Chiesina Uzzanese,PT,87,0,4,0,1,5,0,4,0,9,13
2020,47022,Chiesina Uzzanese,PT,88,1,1,0,3,5,0,2,0,10,12
2020,47022,Chiesina Uzzanese,PT,89,0,6,1,0,7,1,2,0,9,12
2020,47022,Chiesina Uzzanese,PT,90,1,4,0,0,5,2,2,0,13,17
2020,47022,Chiesina Uzzanese,PT,91,0,0,1,3,4,0,0,0,7,7
2020,47022,Chiesina Uzzanese,PT,92,0,1,0,2,3,0,0,0,6,6
2020,47022,Chiesina Uzzanese,PT,93,0,1,0,0,1,0,0,0,11,11
2020,47022,Chiesina Uzzanese,PT,94,0,0,0,1,1,0,0,0,4,4
2020,47022,Chiesina Uzzanese,PT,95,0,1,0,0,1,0,0,0,4,4
2020,47022,Chiesina Uzzanese,PT,96,0,0,0,1,1,0,0,0,5,5
2020,47022,Chiesina Uzzanese,PT,97,0,1,0,1,2,0,0,0,5,5
2020,47022,Chiesina Uzzanese,PT,98,0,0,0,0,0,0,0,0,2,2
2020,47022,Chiesina Uzzanese,PT,99,0,0,0,2,2,0,0,0,1,1
2020,47022,Chiesina Uzzanese,PT,100 e più,0,0,0,0,0,0,0,0,1,1
2020,47024,San Marcello Piteglio,PT,0,15,0,0,0,15,16,0,0,0,16
2020,47024,San Marcello Piteglio,PT,1,17,0,0,0,17,17,0,0,0,17
2020,47024,San Marcello Piteglio,PT,2,14,0,0,0,14,7,0,0,0,7
2020,47024,San Marcello Piteglio,PT,3,23,0,0,0,23,24,0,0,0,24
2020,47024,San Marcello Piteglio,PT,4,12,0,0,0,12,14,0,0,0,14
2020,47024,San Marcello Piteglio,PT,5,20,0,0,0,20,20,0,0,0,20
2020,47024,San Marcello Piteglio,PT,6,20,0,0,0,20,21,0,0,0,21
2020,47024,San Marcello Piteglio,PT,7,22,0,0,0,22,22,0,0,0,22
2020,47024,San Marcello Piteglio,PT,8,22,0,0,0,22,18,0,0,0,18
2020,47024,San Marcello Piteglio,PT,9,29,0,0,0,29,17,0,0,0,17
2020,47024,San Marcello Piteglio,PT,10,28,0,0,0,28,22,0,0,0,22
2020,47024,San Marcello Piteglio,PT,11,21,0,0,0,21,31,0,0,0,31
2020,47024,San Marcello Piteglio,PT,12,21,0,0,0,21,40,0,0,0,40
2020,47024,San Marcello Piteglio,PT,13,26,0,0,0,26,25,0,0,0,25
2020,47024,San Marcello Piteglio,PT,14,29,0,0,0,29,28,0,0,0,28
2020,47024,San Marcello Piteglio,PT,15,32,0,0,0,32,37,0,0,0,37
2020,47024,San Marcello Piteglio,PT,16,23,0,0,0,23,39,0,0,0,39
2020,47024,San Marcello Piteglio,PT,17,24,0,0,0,24,21,0,0,0,21
2020,47024,San Marcello Piteglio,PT,18,26,0,0,0,26,37,0,0,0,37
2020,47024,San Marcello Piteglio,PT,19,36,0,0,0,36,28,0,0,0,28
2020,47024,San Marcello Piteglio,PT,20,32,0,0,0,32,26,0,0,0,26
2020,47024,San Marcello Piteglio,PT,21,27,0,0,0,27,33,1,0,0,34
2020,47024,San Marcello Piteglio,PT,22,36,0,0,0,36,24,1,0,0,25
2020,47024,San Marcello Piteglio,PT,23,36,0,0,0,36,24,1,0,0,25
2020,47024,San Marcello Piteglio,PT,24,50,0,0,0,50,32,1,0,0,33
2020,47024,San Marcello Piteglio,PT,25,32,0,0,0,32,27,0,0,0,27
2020,47024,San Marcello Piteglio,PT,26,43,1,0,0,44,30,1,0,0,31
2020,47024,San Marcello Piteglio,PT,27,29,0,0,0,29,30,2,0,0,32
2020,47024,San Marcello Piteglio,PT,28,19,2,0,0,21,30,3,0,0,33
2020,47024,San Marcello Piteglio,PT,29,28,0,0,0,28,18,5,0,0,23
2020,47024,San Marcello Piteglio,PT,30,22,0,0,0,22,17,6,1,0,24
2020,47024,San Marcello Piteglio,PT,31,27,3,0,0,30,16,5,0,0,21
2020,47024,San Marcello Piteglio,PT,32,26,2,0,0,28,21,6,0,0,27
2020,47024,San Marcello Piteglio,PT,33,19,4,0,0,23,19,8,1,0,28
2020,47024,San Marcello Piteglio,PT,34,21,8,1,0,30,21,14,0,0,35
2020,47024,San Marcello Piteglio,PT,35,25,7,1,0,33,19,12,0,0,31
2020,47024,San Marcello Piteglio,PT,36,27,5,1,0,33,11,12,0,0,23
2020,47024,San Marcello Piteglio,PT,37,23,6,0,0,29,13,16,2,0,31
2020,47024,San Marcello Piteglio,PT,38,14,6,1,0,21,16,11,3,0,30
2020,47024,San Marcello Piteglio,PT,39,22,11,1,0,34,13,19,0,1,33
2020,47024,San Marcello Piteglio,PT,40,19,16,1,0,36,23,14,0,1,38
2020,47024,San Marcello Piteglio,PT,41,21,14,0,0,35,25,16,1,0,42
2020,47024,San Marcello Piteglio,PT,42,23,15,0,0,38,18,17,1,0,36
2020,47024,San Marcello Piteglio,PT,43,27,21,1,1,50,26,14,2,0,42
2020,47024,San Marcello Piteglio,PT,44,32,16,3,0,51,28,22,1,0,51
2020,47024,San Marcello Piteglio,PT,45,26,19,3,1,49,23,30,4,2,59
2020,47024,San Marcello Piteglio,PT,46,27,22,5,0,54,17,29,5,0,51
2020,47024,San Marcello Piteglio,PT,47,32,21,2,1,56,22,38,8,0,68
2020,47024,San Marcello Piteglio,PT,48,38,41,3,1,83,19,29,4,0,52
2020,47024,San Marcello Piteglio,PT,49,23,19,3,1,46,21,39,4,2,66
2020,47024,San Marcello Piteglio,PT,50,26,27,6,1,60,20,35,3,0,58
2020,47024,San Marcello Piteglio,PT,51,19,48,4,0,71,15,32,6,0,53
2020,47024,San Marcello Piteglio,PT,52,19,29,4,0,52,11,39,9,0,59
2020,47024,San Marcello Piteglio,PT,53,19,33,4,1,57,20,43,3,2,68
2020,47024,San Marcello Piteglio,PT,54,17,44,9,0,70,20,56,8,2,86
2020,47024,San Marcello Piteglio,PT,55,19,32,5,1,57,14,45,6,4,69
2020,47024,San Marcello Piteglio,PT,56,24,43,6,0,73,21,38,10,3,72
2020,47024,San Marcello Piteglio,PT,57,9,33,6,0,48,14,43,4,2,63
2020,47024,San Marcello Piteglio,PT,58,13,47,10,0,70,5,42,6,2,55
2020,47024,San Marcello Piteglio,PT,59,11,44,3,0,58,12,36,6,5,59
2020,47024,San Marcello Piteglio,PT,60,12,44,7,0,63,12,41,3,6,62
2020,47024,San Marcello Piteglio,PT,61,11,42,3,1,57,11,35,4,3,53
2020,47024,San Marcello Piteglio,PT,62,9,40,4,2,55,9,29,3,5,46
2020,47024,San Marcello Piteglio,PT,63,11,34,3,1,49,11,30,5,5,51
2020,47024,San Marcello Piteglio,PT,64,11,28,5,3,47,7,41,0,10,58
2020,47024,San Marcello Piteglio,PT,65,3,41,5,4,53,9,34,6,5,54
2020,47024,San Marcello Piteglio,PT,66,5,34,5,1,45,10,45,1,8,64
2020,47024,San Marcello Piteglio,PT,67,9,30,8,1,48,6,35,0,8,49
2020,47024,San Marcello Piteglio,PT,68,6,41,0,3,50,8,43,5,10,66
2020,47024,San Marcello Piteglio,PT,69,7,34,4,1,46,3,40,2,5,50
2020,47024,San Marcello Piteglio,PT,70,7,37,2,4,50,2,30,3,7,42
2020,47024,San Marcello Piteglio,PT,71,11,44,2,6,63,8,40,2,13,63
2020,47024,San Marcello Piteglio,PT,72,9,47,3,3,62,2,43,4,8,57
2020,47024,San Marcello Piteglio,PT,73,2,40,1,6,49,8,37,5,16,66
2020,47024,San Marcello Piteglio,PT,74,6,52,4,2,64,3,40,3,28,74
2020,47024,San Marcello Piteglio,PT,75,3,35,4,5,47,2,44,0,19,65
2020,47024,San Marcello Piteglio,PT,76,5,32,5,4,46,1,34,2,30,67
2020,47024,San Marcello Piteglio,PT,77,2,49,2,3,56,4,21,1,15,41
2020,47024,San Marcello Piteglio,PT,78,4,35,1,6,46,4,26,1,19,50
2020,47024,San Marcello Piteglio,PT,79,5,36,0,11,52,3,28,2,24,57
2020,47024,San Marcello Piteglio,PT,80,4,39,2,7,52,3,36,5,26,70
2020,47024,San Marcello Piteglio,PT,81,5,37,1,8,51,3,18,2,32,55
2020,47024,San Marcello Piteglio,PT,82,2,31,1,14,48,3,24,1,31,59
2020,47024,San Marcello Piteglio,PT,83,2,24,1,8,35,4,27,0,38,69
2020,47024,San Marcello Piteglio,PT,84,2,24,0,7,33,5,12,0,43,60
2020,47024,San Marcello Piteglio,PT,85,2,17,0,9,28,3,11,1,37,52
2020,47024,San Marcello Piteglio,PT,86,0,22,0,5,27,2,11,0,40,53
2020,47024,San Marcello Piteglio,PT,87,2,18,2,8,30,2,6,1,28,37
2020,47024,San Marcello Piteglio,PT,88,0,15,0,7,22,4,7,0,41,52
2020,47024,San Marcello Piteglio,PT,89,0,7,0,9,16,4,3,0,24,31
2020,47024,San Marcello Piteglio,PT,90,0,16,1,6,23,2,7,0,31,40
2020,47024,San Marcello Piteglio,PT,91,0,7,0,6,13,0,1,0,18,19
2020,47024,San Marcello Piteglio,PT,92,1,2,1,5,9,6,4,0,26,36
2020,47024,San Marcello Piteglio,PT,93,0,3,0,6,9,2,0,0,19,21
2020,47024,San Marcello Piteglio,PT,94,0,0,0,2,2,0,0,0,11,11
2020,47024,San Marcello Piteglio,PT,95,0,1,0,1,2,1,1,0,12,14
2020,47024,San Marcello Piteglio,PT,96,0,2,0,3,5,2,0,0,9,11
2020,47024,San Marcello Piteglio,PT,97,0,0,0,0,0,1,0,0,10,11
2020,47024,San Marcello Piteglio,PT,98,0,0,0,2,2,0,0,0,9,9
2020,47024,San Marcello Piteglio,PT,99,0,0,0,0,0,0,0,0,6,6
2020,47024,San Marcello Piteglio,PT,100 e più,0,0,0,1,1,0,0,0,7,7
2020,100001,Cantagallo,PO,0,6,0,0,0,6,6,0,0,0,6
2020,100001,Cantagallo,PO,1,10,0,0,0,10,7,0,0,0,7
2020,100001,Cantagallo,PO,2,12,0,0,0,12,5,0,0,0,5
2020,100001,Cantagallo,PO,3,10,0,0,0,10,11,0,0,0,11
2020,100001,Cantagallo,PO,4,10,0,0,0,10,10,0,0,0,10
2020,100001,Cantagallo,PO,5,13,0,0,0,13,7,0,0,0,7
2020,100001,Cantagallo,PO,6,12,0,0,0,12,14,0,0,0,14
2020,100001,Cantagallo,PO,7,10,0,0,0,10,12,0,0,0,12
2020,100001,Cantagallo,PO,8,9,0,0,0,9,13,0,0,0,13
2020,100001,Cantagallo,PO,9,15,0,0,0,15,9,0,0,0,9
2020,100001,Cantagallo,PO,10,20,0,0,0,20,17,0,0,0,17
2020,100001,Cantagallo,PO,11,20,0,0,0,20,9,0,0,0,9
2020,100001,Cantagallo,PO,12,21,0,0,0,21,21,0,0,0,21
2020,100001,Cantagallo,PO,13,11,0,0,0,11,14,0,0,0,14
2020,100001,Cantagallo,PO,14,19,0,0,0,19,15,0,0,0,15
2020,100001,Cantagallo,PO,15,15,0,0,0,15,14,0,0,0,14
2020,100001,Cantagallo,PO,16,9,0,0,0,9,7,0,0,0,7
2020,100001,Cantagallo,PO,17,13,0,0,0,13,18,0,0,0,18
2020,100001,Cantagallo,PO,18,17,0,0,0,17,9,0,0,0,9
2020,100001,Cantagallo,PO,19,9,0,0,0,9,10,0,0,0,10
2020,100001,Cantagallo,PO,20,18,0,0,0,18,17,0,0,0,17
2020,100001,Cantagallo,PO,21,15,0,0,0,15,10,0,0,0,10
2020,100001,Cantagallo,PO,22,19,0,0,0,19,13,1,0,0,14
2020,100001,Cantagallo,PO,23,14,0,0,0,14,12,0,0,0,12
2020,100001,Cantagallo,PO,24,14,0,0,0,14,8,0,0,0,8
2020,100001,Cantagallo,PO,25,17,0,0,0,17,10,0,0,0,10
2020,100001,Cantagallo,PO,26,11,0,0,0,11,9,0,0,0,9
2020,100001,Cantagallo,PO,27,15,0,0,0,15,8,0,0,0,8
2020,100001,Cantagallo,PO,28,16,0,0,0,16,14,4,0,0,18
2020,100001,Cantagallo,PO,29,12,0,0,0,12,5,0,0,0,5
2020,100001,Cantagallo,PO,30,17,4,0,0,21,5,1,0,0,6
2020,100001,Cantagallo,PO,31,16,0,0,0,16,3,3,0,0,6
2020,100001,Cantagallo,PO,32,7,2,0,0,9,7,3,0,0,10
2020,100001,Cantagallo,PO,33,9,3,0,0,12,4,5,0,0,9
2020,100001,Cantagallo,PO,34,14,1,0,0,15,15,6,0,0,21
2020,100001,Cantagallo,PO,35,11,1,1,0,13,5,9,0,0,14
2020,100001,Cantagallo,PO,36,12,6,0,0,18,13,9,0,0,22
2020,100001,Cantagallo,PO,37,10,3,0,0,13,11,9,1,0,21
2020,100001,Cantagallo,PO,38,14,12,0,0,26,7,8,0,1,16
2020,100001,Cantagallo,PO,39,9,4,0,0,13,9,12,0,0,21
2020,100001,Cantagallo,PO,40,10,12,0,0,22,10,13,0,0,23
2020,100001,Cantagallo,PO,41,12,6,0,0,18,4,13,0,0,17
2020,100001,Cantagallo,PO,42,3,11,1,0,15,7,10,1,1,19
2020,100001,Cantagallo,PO,43,8,15,1,0,24,16,20,2,0,38
2020,100001,Cantagallo,PO,44,17,8,2,0,27,5,24,0,0,29
2020,100001,Cantagallo,PO,45,10,11,1,1,23,4,9,0,0,13
2020,100001,Cantagallo,PO,46,12,17,2,0,31,6,22,3,0,31
2020,100001,Cantagallo,PO,47,17,19,1,0,37,8,23,6,0,37
2020,100001,Cantagallo,PO,48,13,11,2,0,26,15,17,0,0,32
2020,100001,Cantagallo,PO,49,9,19,1,0,29,7,13,3,0,23
